,小区名称,所在区域,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限,位置名称,总价(万),单价(元/平米),建筑类型,楼层总数
928,融城,二至三环,2005,1室2厅1厨1卫,顶层 ,68.81㎡,西北,其他,两梯六户,有,70年,阜成门,755.0,109723,板塔结合,21
929,裕中西里,三至四环,1990,2室1厅1厨1卫,中楼层 ,63.8㎡,东南,精装,两梯七户,有,70年,马甸,870.0,136364,塔楼,20
930,龙泉胡同,二环内,1983,2室1厅1厨1卫,高楼层 ,52.8㎡,东,其他,一梯三户,暂无数据,70年,陶然亭,623.0,117993,板楼,6
931,虎坊路小区,二环内,1959,3室1厅1厨1卫,顶层 ,60.34㎡,南 北,简装,一梯三户,无,70年,陶然亭,610.0,101094,板楼,4
932,教场口6号院,二至三环,2003,1室1厅1厨1卫,底层 ,52.33㎡,南 北,简装,一梯三户,无,70年,六铺炕,728.0,139118,板楼,6
933,广安苑二期,二至三环,2002,2室1厅1厨1卫,低楼层 ,90.54㎡,东北,精装,三梯十户,有,70年,天宁寺,830.0,91673,塔楼,23
934,黑窑厂西里,二环内,1970,2室1厅1厨1卫,顶层 ,40.61㎡,南,精装,一梯三户,无,70年,陶然亭,520.0,128048,板楼,5
935,新外大街甲8号院,二至三环,1986,2室1厅1厨1卫,顶层 ,62㎡,南 北,简装,一梯三户,无,70年,马甸,845.0,136291,板楼,6
936,北三环中路12号院,二至三环,1980,2室1厅1厨1卫,中楼层 ,71.7㎡,南 北,简装,一梯十户,有,70年,马甸,880.0,122734,板楼,12
937,新风街1号院,二至三环,2000,3室1厅1厨2卫,底层 ,100.39㎡,西南,精装,两梯八户,有,70年,马甸,1460.0,145433,塔楼,22
938,西便门内大街79号院,二环内,1983,2室1厅1厨1卫,中楼层 ,54.89㎡,南 北,精装,一梯两户,无,70年,长椿街,560.0,102023,板楼,6
939,椿树园,二环内,1999,1室1厅1厨1卫,低楼层 ,47.79㎡,南,精装,两梯六户,有,70年,宣武门,620.0,129735,塔楼,13
940,新街口西里三区,二环内,2003,2室1厅1厨1卫,顶层 ,67.97㎡,南 北,简装,一梯两户,无,70年,新街口,790.0,116228,板楼,6
941,马甸南村,二至三环,1985,3室1厅1厨1卫,低楼层 ,81.2㎡,西北,精装,两梯七户,有,70年,马甸,940.0,115764,塔楼,16
942,朝阳庵,二至三环,1965,2室1厅1厨1卫,顶层 ,56.57㎡,南 北,简装,一梯三户,无,70年,车公庄,550.0,97225,板楼,5
943,常青藤嘉园,二至三环,2004,2室1厅1厨1卫,高楼层 ,96.7㎡,南,简装,两梯八户,有,70年,马连道,950.0,98242,塔楼,22
944,白云观,二至三环,1991,1室1厅1厨1卫,中楼层 ,50.4㎡,西,精装,两梯十四户,有,70年,木樨地,730.0,144842,板楼,11
945,复兴门外大街,二至三环,1982,2室1厅1厨1卫,中楼层 ,55.8㎡,南,精装,两梯十八户,有,70年,木樨地,760.0,136201,板塔结合,12
946,西城晶华,二环内,2008,3室2厅1厨3卫,底层 ,154.47㎡,南 北,精装,一梯两户,有,70年,金融街,2600.0,168318,板塔结合,8
947,马连道中里,二至三环,1997,2室1厅1厨1卫,顶层 ,67.63㎡,南 北,简装,一梯三户,无,70年,马连道,638.0,94337,板楼,6
948,东南园,二环内,1991,2室1厅1厨1卫,低楼层 ,49.34㎡,东 南 北,简装,一梯六户,无,70年,宣武门,539.0,109242,板楼,3
949,广外南街50号院,二至三环,1999,3室1厅1厨1卫,低楼层 ,116.04㎡,西南,精装,两梯六户,有,70年,天宁寺,1060.0,91348,塔楼,22
950,安德馨居,二至三环,2003,1室1厅1厨1卫,中楼层 ,50.47㎡,南 北,简装,一梯三户,无,70年,六铺炕,767.0,151972,板楼,6
951,展览路甲22号院,二至三环,1981,3室1厅1厨1卫,顶层 ,78.4㎡,东 南 北,精装,一梯三户,无,70年,阜成门,829.0,105740,板楼,6
952,新街口西里三区,二环内,2003,2室1厅1厨1卫,地下室 ,59.43㎡,南 北,精装,一梯两户,无,70年,新街口,499.0,83965,板楼,6
953,百万庄大街,二至三环,1990,2室1厅1厨1卫,顶层 ,60.7㎡,南 北,精装,两梯六户,有,70年,阜成门,700.0,115322,板楼,14
954,天桥北里,二环内,2002,2室1厅1厨1卫,中楼层 ,79.05㎡,东 北,简装,四梯十九户,有,70年,陶然亭,642.0,81215,塔楼,12
955,南沙沟小区,二至三环,1975,2室1厅1厨1卫,顶层 ,62.29㎡,南 北,简装,一梯三户,无,70年,月坛,1050.0,168567,板楼,5
956,建功北里,二环内,1996,2室1厅1厨1卫,中楼层 ,66.41㎡,北,简装,一梯三户,无,70年,白纸坊,530.0,79808,板楼,6
957,南纬路2号院,二环内,1991,2室1厅1厨1卫,高楼层 ,67.65㎡,东 南 北,简装,一梯三户,无,70年,陶然亭,750.0,110865,板楼,6
958,畅柳园,二环内,2003,2室1厅1厨1卫,高楼层 ,67.03㎡,东北,简装,三梯十四户,有,70年,陶然亭,725.0,108161,塔楼,16
959,朗琴园,二至三环,2006,1室1厅1厨1卫,高楼层 ,58.85㎡,北,精装,两梯六户,有,70年,广安门,690.0,117248,板塔结合,29
960,北京尊府,二环内,2010,2室2厅1厨2卫,低楼层 ,127.87㎡,东南,精装,四梯二十户,有,70年,金融街,2550.0,199422,塔楼,14
961,新康街甲一号,二至三环,1998,2室1厅1厨1卫,底层 ,77.59㎡,南 北,精装,两梯两户,有,70年,马甸,1120.0,144349,板塔结合,13
962,鸭子桥路,二至三环,1980,3室1厅1厨1卫,低楼层 ,65.84㎡,西南,简装,一梯四户,无,70年,菜户营,575.0,87333,板楼,6
963,安德馨居,二至三环,2003,2室1厅1厨1卫,高楼层 ,75.21㎡,南 北,简装,一梯三户,有,70年,六铺炕,1080.0,143598,板楼,6
964,西绦胡同,二环内,1989,2室1厅1厨1卫,顶层 ,59.2㎡,南 北,简装,一梯两户,无,70年,六铺炕,886.0,149663,板楼,6
965,朗琴园,二至三环,2002,3室1厅1厨2卫,中楼层 ,177.04㎡,东南,其他,两梯八户,有,70年,广安门,1850.0,104497,塔楼,28
966,小马厂东里,二至三环,1988,3室1厅1厨1卫,高楼层 ,75.41㎡,东北,简装,两梯八户,有,70年,广安门,628.0,83279,塔楼,17
967,红居南街1号院,二至三环,1989,2室1厅1厨1卫,中楼层 ,55.07㎡,南,简装,一梯三户,无,70年,广安门,525.0,95334,板楼,6
968,朗琴园,二至三环,2003,2室2厅1厨2卫,中楼层 ,110.47㎡,东 西,精装,一梯两户,有,70年,广安门,1230.0,111343,板楼,16
969,广安门外南街,二至三环,1998,1室1厅1厨1卫,中楼层 ,55.89㎡,东,毛坯,两梯十一户,有,70年,天宁寺,520.0,93040,板塔结合,13
970,广安苑一期,二至三环,1999,2室2厅1厨1卫,中楼层 ,82.41㎡,东 西,简装,两梯两户,有,70年,天宁寺,850.0,103143,板塔结合,14
971,乐城,二至三环,2004,3室1厅1厨2卫,高楼层 ,139.31㎡,西南,精装,三梯十三户,有,70年,菜户营,1100.0,78961,塔楼,24
972,六铺炕三区,二至三环,1999,2室1厅1厨1卫,低楼层 ,77.7㎡,南 北,简装,两梯三户,有,70年,六铺炕,1165.0,149936,板塔结合,12
973,西便门东里,二至三环,1980,3室1厅1厨1卫,低楼层 ,72.18㎡,南 北,精装,一梯三户,无,70年,木樨地,866.0,119978,板楼,6
974,畅柳园,二环内,2003,3室1厅1厨1卫,低楼层 ,79.81㎡,西南,精装,三梯十四户,有,70年,陶然亭,825.0,103371,板塔结合,16
975,国务院宿舍,二至三环,1956,3室2厅1厨1卫,底层 ,89.31㎡,东 西,毛坯,一梯三户,暂无数据,70年,木樨地,1030.0,115329,板楼,4
976,平原里小区,二环内,1998,1室1厅1厨1卫,低楼层 ,49.63㎡,东 西,精装,一梯三户,无,70年,牛街,535.0,107798,板塔结合,6
977,鸭子桥南里,二至三环,1980,2室1厅1厨1卫,底层 ,53.3㎡,东,精装,一梯三户,无,70年,菜户营,460.0,86304,板楼,6
978,真武庙五里,二至三环,1981,3室1厅1厨1卫,中楼层 ,67.4㎡,南,简装,一梯两户,无,70年,木樨地,998.0,148072,板楼,4
979,清芷园,二环内,2007,3室1厅1厨2卫,低楼层 ,151.61㎡,南 北,精装,一梯两户,有,70年,右安门内,1600.0,105534,板楼,12
980,熙府桃园,二环内,2005,3室2厅1厨2卫,低楼层 ,155.2㎡,南 北,其他,一梯两户,有,70年,西直门,2177.0,140271,板楼,13
981,红莲北里,二至三环,1980,2室1厅1厨1卫,顶层 ,62.99㎡,南,简装,一梯五户,无,70年,马连道,580.0,92079,板楼,6
982,白云观,二至三环,1992,1室1厅1厨1卫,中楼层 ,44.4㎡,西,精装,一梯四户,有,70年,木樨地,650.0,146397,板楼,11
983,四平园,二环内,1999,3室1厅1厨1卫,顶层 ,100.73㎡,东 南 西 北,简装,两梯十六户,有,70年,陶然亭,950.0,94312,板塔结合,12
984,马连道西里,二至三环,1996,3室1厅1厨1卫,中楼层 ,128.37㎡,南 北,简装,一梯两户,无,70年,马连道,1020.0,79458,板楼,6
985,阜成门南大街,二至三环,1985,3室1厅1厨1卫,低楼层 ,89.1㎡,东 西,其他,三梯三户,有,70年,月坛,930.0,104378,板楼,14
986,白菜湾社区,二至三环,1992,2室1厅1厨1卫,高楼层 ,58.52㎡,东 西,简装,一梯两户,无,70年,天宁寺,610.0,104238,板楼,6
987,榆树馆西里,二至三环,2004,2室1厅1厨1卫,中楼层 ,87.3㎡,东 北,其他,两梯六户,有,70年,车公庄,1150.0,131730,塔楼,17
988,太平街甲乙18号院,二环内,1980,2室1厅1厨1卫,顶层 ,54.16㎡,东,简装,一梯三户,无,70年,陶然亭,560.0,103398,板楼,6
989,塔院胡同12号院,二至三环,1986,3室1厅1厨1卫,高楼层 ,69.5㎡,东 西,精装,一梯两户,无,70年,六铺炕,898.0,129209,板楼,6
990,羊肉胡同120号院,二环内,1990,3室1厅1厨1卫,顶层 ,87.2㎡,南 北,毛坯,一梯四户,无,70年,金融街,920.0,105505,板楼,6
991,富力信然庭,二环内,2006,2室1厅1厨2卫,中楼层 ,108.85㎡,南 北,精装,一梯两户,有,70年,陶然亭,1545.0,141939,板楼,7
992,椿树园,二环内,1999,2室1厅1厨1卫,底层 ,93.78㎡,南 北,其他,一梯两户,有,70年,宣武门,1100.0,117296,板塔结合,13
993,右安门内西街甲10号院,二环内,1986,2室1厅1厨1卫,底层 ,58.87㎡,南 北,简装,一梯三户,无,70年,右安门内,628.0,106676,板楼,6
994,三义东里,二至三环,1982,3室1厅1厨1卫,顶层 ,73.41㎡,南 北,简装,一梯三户,无,70年,马连道,645.0,87863,板楼,6
995,建功北里,二环内,1997,4室2厅1厨2卫,低楼层 ,180.74㎡,东南,其他,两梯八户,有,70年,白纸坊,1750.0,96825,塔楼,16
996,裕中西里,三至四环,1989,3室1厅1厨1卫,低楼层 ,77.1㎡,南 北,简装,一梯三户,无,70年,马甸,1099.0,142543,板楼,6
997,南礼士路,二至三环,,2室1厅1厨1卫,顶层 ,80.16㎡,东南,毛坯,一梯五户,无,70年,月坛,712.0,88823,板楼,5
998,报国寺东夹道,二环内,1982,3室1厅1厨1卫,高楼层 ,71.49㎡,东 西,简装,一梯三户,无,70年,长椿街,650.0,90922,板楼,6
999,东桃园,二环内,1998,2室2厅1厨1卫,高楼层 ,100.6㎡,南 北,精装,一梯两户,暂无数据,未知,西直门,1126.0,111929,板楼,6
1000,裕中西里,三至四环,1992,3室1厅1厨1卫,低楼层 ,86.6㎡,东 西北,精装,两梯八户,有,70年,马甸,1040.0,120093,塔楼,20
1001,宏英园小区,二环内,2002,3室1厅1厨1卫,低楼层 ,109.78㎡,东 西,其他,两梯两户,有,70年,金融街,1760.0,160321,板塔结合,9
1002,九和苑,二至三环,2005,1室1厅1厨1卫,中楼层 ,55.57㎡,北,精装,两梯六户,有,70年,车公庄,695.0,125068,板塔结合,14
1003,阜成门南大街,二至三环,1992,3室1厅1厨1卫,中楼层 ,76.9㎡,东 西北,精装,两梯十户,有,70年,月坛,912.0,118596,塔楼,20
1004,丽阳四季,二至三环,2003,2室1厅1厨1卫,顶层 ,93.73㎡,西,精装,两梯八户,有,70年,马连道,800.0,85352,塔楼,23
1005,小市口胡同3号院,二至三环,1992,2室1厅1厨1卫,高楼层 ,61.5㎡,南 北,精装,一梯两户,无,70年,六铺炕,800.0,130082,板楼,6
1006,广信嘉园,二环内,2002,2室2厅1厨2卫,低楼层 ,158.36㎡,西南,简装,两梯五户,有,70年,长椿街,1100.0,69462,塔楼,22
1007,教场口9号院,二至三环,2003,2室1厅1厨1卫,中楼层 ,75.57㎡,东,精装,三梯十二户,有,70年,六铺炕,865.0,114464,塔楼,22
1008,远见名苑,二至三环,2004,2室1厅1厨2卫,高楼层 ,122.42㎡,南 北,简装,一梯两户,有,70年,广安门,1300.0,106192,板塔结合,14
1009,双旗杆东里,二至三环,1994,3室1厅1厨1卫,中楼层 ,82.2㎡,东南 北,精装,两梯十户,有,70年,马甸,935.0,113747,塔楼,18
1010,天宁寺前街南里,二至三环,1992,2室2厅1厨1卫,中楼层 ,78.52㎡,南 北,简装,一梯两户,无,70年,天宁寺,690.0,87876,板楼,6
1011,裕中西里,三至四环,1992,3室1厅1厨1卫,低楼层 ,86.6㎡,东 西北,精装,两梯八户,有,70年,马甸,1030.0,118938,塔楼,20
1012,荣丰2008,二至三环,2003,3室2厅1厨2卫,中楼层 ,169.36㎡,东南,简装,两梯七户,有,70年,广安门,1300.0,76760,塔楼,14
1013,新德街35号院,二至三环,2000,2室2厅1厨1卫,低楼层 ,85.4㎡,西北,简装,两梯三户,有,70年,德胜门,1120.0,131148,板塔结合,10
1014,荣丰2008,二至三环,2008,2室1厅1厨2卫,中楼层 ,52.21㎡,南,精装,三梯二十一户,有,70年,广安门,710.0,135990,塔楼,20
1015,小马厂西里,二至三环,1980,2室1厅1厨1卫,中楼层 ,69.2㎡,南 北,简装,一梯六户,暂无数据,70年,广安门,590.0,85261,板楼,12
1016,长椿苑,二环内,1998,3室2厅1厨2卫,高楼层 ,136.07㎡,东 南 西,精装,四梯十二户,有,70年,长椿街,1376.0,101125,板塔结合,14
1017,月坛北街,二至三环,1974,3室1厅1厨2卫,顶层 ,69.91㎡,南 北,精装,一梯三户,无,70年,月坛,1080.0,154485,板楼,5
1018,玉桃园一区,二环内,1994,3室2厅1厨2卫,中楼层 ,101.9㎡,东 西,精装,一梯两户,无,70年,西直门,1238.0,121492,板楼,6
1019,红居街10号院,二至三环,2004,2室1厅1厨1卫,中楼层 ,92.45㎡,西南,精装,两梯六户,有,70年,广安门,998.0,107951,板楼,20
1020,红居街10号院,二至三环,2004,2室1厅1厨1卫,中楼层 ,92.45㎡,西南,精装,两梯六户,有,70年,广安门,998.0,107951,板楼,20
1021,广安门小区,二至三环,1997,2室1厅1厨1卫,高楼层 ,81.75㎡,南 北,精装,一梯三户,无,70年,广安门,810.0,99083,板楼,6
1022,三里河东路甲8号院,二至三环,1996,2室1厅1厨1卫,低楼层 ,85.8㎡,东 西,精装,两梯十三户,有,70年,月坛,1180.0,137530,塔楼,16
1023,广安门外大街,二至三环,1992,2室1厅1厨1卫,中楼层 ,67.84㎡,西南,简装,两梯八户,有,70年,广安门,750.0,110555,塔楼,18
1024,红居斜街,二至三环,1997,2室1厅1厨1卫,中楼层 ,69.93㎡,南 北,其他,一梯三户,无,70年,广安门,695.0,99386,板楼,6
1025,安德路,二至三环,1993,2室1厅1厨1卫,地下室 ,58.2㎡,南 北,其他,一梯三户,无,70年,六铺炕,660.0,113403,板楼,6
1026,裕中东里,三至四环,1986,2室1厅1厨1卫,高楼层 ,60.2㎡,南 北,简装,一梯三户,无,70年,马甸,820.0,136213,板楼,6
1027,双槐里,二环内,1990,3室1厅1厨1卫,低楼层 ,78.55㎡,西南,简装,一梯十户,无,70年,牛街,820.0,104393,板楼,6
1028,椿树园,二环内,1998,3室2厅1厨1卫,中楼层 ,119.28㎡,西南,简装,两梯六户,有,70年,宣武门,1450.0,121563,塔楼,17
1029,远见名苑,二至三环,2004,1室0厅1厨1卫,中楼层 ,57.75㎡,西,简装,四梯二十户,有,70年,广安门,505.0,87446,塔楼,24
1030,西便门内大街97号院,二环内,1979,2室1厅1厨1卫,中楼层 ,61.12㎡,南 北,其他,一梯三户,无,70年,长椿街,610.0,99804,板楼,6
1031,右安门内西街甲10号院,二环内,1985,2室1厅1厨1卫,底层 ,62.84㎡,南 北,其他,一梯三户,无,70年,右安门内,630.0,100255,板楼,6
1032,红莲南里,二至三环,1989,2室1厅1厨1卫,低楼层 ,54.31㎡,南 北,精装,一梯三户,无,70年,马连道,499.0,91880,板楼,6
1033,中信锦园,二环内,2009,1室1厅1厨1卫,中楼层 ,64.95㎡,西南,精装,两梯四户,有,70年,陶然亭,950.0,146267,板塔结合,17
1034,长椿街,二环内,1950,2室1厅1厨1卫,顶层 ,52.99㎡,北,简装,一梯三户,无,70年,长椿街,451.0,85111,板楼,4
1035,南露园,二至三环,1993,3室1厅1厨2卫,顶层 ,78.2㎡,南 北,简装,一梯四户,无,70年,阜成门,880.0,112532,板楼,6
1036,熙府桃园,二环内,2005,4室2厅1厨2卫,中楼层 ,191.6㎡,东 南 北,精装,一梯两户,有,70年,西直门,2680.0,139875,板楼,13
1037,考拉社区,二至三环,2006,1室0厅1厨1卫,中楼层 ,45.12㎡,西,其他,四梯十七户,有,70年,菜户营,430.0,95302,塔楼,21
1038,陶然湖景,二环内,2002,3室1厅1厨2卫,低楼层 ,139.17㎡,南 北,简装,一梯两户,有,70年,陶然亭,1750.0,125746,板楼,7
1039,北欧印象,二至三环,2003,1室0厅1厨1卫,中楼层 ,42.23㎡,西北,简装,三梯十七户,有,70年,马连道,425.0,100640,塔楼,28
1040,裕中东里,三至四环,1984,2室1厅1厨1卫,中楼层 ,58.2㎡,南 北,简装,一梯三户,无,70年,马甸,825.0,141753,板楼,6
1041,红山世家,二至三环,2011,2室2厅1厨1卫,低楼层 ,94.02㎡,南 西,精装,两梯四户,有,70年,广安门,1080.0,114870,板塔结合,28
1042,泰然居,二环内,2002,1室1厅1厨1卫,低楼层 ,101.17㎡,西,简装,两梯九户,有,70年,右安门内,920.0,90937,板塔结合,13
1043,信和嘉园,二至三环,2008,2室2厅1厨1卫,低楼层 ,99.3㎡,南 北,其他,两梯四户,有,70年,马连道,1050.0,105741,板塔结合,13
1044,马甸南村,二至三环,1989,2室1厅1厨1卫,低楼层 ,75㎡,南 北,其他,一梯两户,无,70年,马甸,1200.0,160000,板楼,6
1045,丽水莲花,二至三环,2007,2室1厅1厨1卫,中楼层 ,90.3㎡,东,简装,三梯十二户,有,70年,广安门,860.0,95239,塔楼,28
1046,长椿里,二环内,1956,2室1厅1厨1卫,中楼层 ,47.97㎡,西,简装,一梯四户,无,70年,长椿街,570.0,118825,板楼,5
1047,建功南里,二环内,1996,1室1厅1厨1卫,低楼层 ,56.98㎡,南,精装,两梯十户,有,70年,白纸坊,505.0,88628,塔楼,16
1048,远见名苑,二至三环,2004,1室1厅1厨1卫,中楼层 ,56.4㎡,西北,精装,三梯十四户,有,70年,广安门,575.0,101951,塔楼,26
1049,新风南里,二至三环,1996,2室1厅1厨1卫,顶层 ,69.3㎡,南 北,简装,一梯两户,无,70年,马甸,1100.0,158731,板楼,6
1050,盆儿胡同62号院,二环内,1990,2室1厅1厨1卫,高楼层 ,73.69㎡,南,其他,一梯六户,有,70年,牛街,775.0,105171,板楼,16
1051,南礼士路,二至三环,1976,2室1厅1厨1卫,底层 ,79.95㎡,西北,精装,一梯四户,无,70年,月坛,798.0,99813,板楼,5
1052,莲花池东路24号院,二至三环,1999,1室1厅1厨1卫,中楼层 ,55.92㎡,西,精装,三梯十户,有,70年,广安门,470.0,84049,塔楼,24
1053,鸭子桥路,二至三环,1996,2室1厅1厨1卫,中楼层 ,83.58㎡,南 北,简装,一梯三户,无,70年,菜户营,675.0,80761,板楼,7
1054,中信禧园,二环内,2013,2室1厅1厨1卫,低楼层 ,88.13㎡,南 西南 西,毛坯,两梯两户,有,70年,陶然亭,1220.0,138432,板塔结合,20
1055,长安兴融中心,二环内,2005,1室1厅1厨1卫,中楼层 ,76.26㎡,北,其他,六梯十九户,有,70年,金融街,899.0,117887,板塔结合,14
1056,槐柏树街北里,二环内,1980,1室1厅1厨1卫,中楼层 ,35.49㎡,南,其他,一梯三户,无,70年,长椿街,489.0,137786,板楼,5
1057,宣武门西大街,二环内,1970,2室1厅1厨1卫,高楼层 ,55.82㎡,南,简装,一梯十九户,有,70年,金融街,670.0,120029,板塔结合,10
1058,红莲晴园,二至三环,2000,2室1厅1厨1卫,高楼层 ,80.8㎡,东南,简装,两梯十户,有,40年,马连道,710.0,87872,塔楼,22
1059,广外南街50号院,二至三环,1999,2室1厅1厨1卫,高楼层 ,67.61㎡,东南,简装,两梯七户,有,70年,天宁寺,598.0,88449,塔楼,22
1060,大拐棒胡同,二环内,1990,2室1厅1厨1卫,地下室 ,56.2㎡,南 北,其他,一梯三户,无,70年,西四,765.0,136121,板楼,6
1061,四合上院,二环内,2010,2室1厅1厨1卫,底层 ,95.92㎡,东北,简装,一梯三户,有,70年,宣武门,1280.0,133445,板塔结合,16
1062,源屋曲,二至三环,2005,1室1厅1厨1卫,高楼层 ,61.03㎡,南,简装,两梯六户,有,70年,天宁寺,620.0,101590,塔楼,21
1063,牛街东里,二环内,2004,2室1厅1厨1卫,中楼层 ,70.25㎡,南 北,简装,一梯两户,有,70年,牛街,650.0,92527,板楼,9
1064,车站西街,二至三环,1993,2室1厅1厨1卫,顶层 ,58.89㎡,南 北,简装,一梯三户,无,70年,广安门,525.0,89150,板楼,6
1065,牛街东里,二环内,2004,2室1厅1厨1卫,顶层 ,68.68㎡,南 北,精装,一梯两户,无,70年,牛街,578.0,84159,板楼,6
1066,白云观,二至三环,1982,2室1厅1厨1卫,顶层 ,54.2㎡,南,简装,一梯三户,无,70年,木樨地,780.0,143912,板楼,6
